,Ensemble,AC ID,Actual Departure Time,Arrival Time,Fuel Consumed
0,01,AUA601,09-Feb-2014 08:13:00,09-Feb-2014 10:08:12,6610.075
0,02,AUA601,09-Feb-2014 08:13:00,09-Feb-2014 10:08:12,6047.675
0,03,AUA601,09-Feb-2014 08:13:00,09-Feb-2014 10:08:12,3365.25
0,04,AUA601,09-Feb-2014 08:13:00,09-Feb-2014 10:08:11,6644.032
