,id,time,fuel
574,AZA1572_LIEA_LIRF_20140912053000.scn,06:12:18,[62572.16228307]
575,EXS79G_EGNM_LPMA_20140912132000.scn,09:47:24,[44946.61584297]
576,EIN111_EINN_KJFK_20140912112000.scn,18:11:06,[75859.70980521]
577,AFR234H_LFML_LIPZ_20140912082000.scn,09:14:03,[62126.38109044]
578,GWI2807_BIKF_EDDS_20140912003000.scn,03:47:25,[53544.31063967]
579,KLM1395_EHAM_ULLI_20140912104500.scn,13:10:33,[55231.64754666]
580,AUA522D_LIPZ_LOWW_20140912085500.scn,17:51:48,[16789.08700836]
581,RYR5008_GMMW_EDFH_20140912183500.scn,21:17:43,[59050.17620309]
582,EZY471_EGAA_EGPF_20140912201000.scn,00:02:31,[59803.61170226]
583,PGT424_LIPE_LTFJ_20140912122000.scn,14:28:54,[60365.93403743]
584,WZZ114_EGGW_LKPR_20140912195000.scn,22:39:09,[60524.60939239]
585,AFL2352_UUEE_LOWW_20140912122500.scn,14:46:09,[66234.44011519]
586,BEL724_LSGG_EBBR_20140912190500.scn,20:01:55,[22827.41706228]
587,SWR779_EBBR_LSZH_20140912085400.scn,18:53:55,[62574.60730224]
588,ROT608D_LRTR_LROP_20140912161000.scn,16:52:30,[117586.49602263]
589,TFL219_EHAM_LGSM_20140912033000.scn,06:44:03,[58225.19212416]
590,AUA381_LOWW_UKLL_20140912110000.scn,12:07:00,[16675.84931636]
591,FPO551_LFRN_LFRB_20140912005500.scn,01:12:58,[51987.97297196]
592,DTH3057_LFMH_DAAS_20140912143000.scn,16:31:22,[62093.52843512]
593,BAW66Q_EGKK_GMMX_20140912140500.scn,16:08:22,[50828.06272089]
594,AUA601_LOWW_UUDD_20140912080000.scn,10:12:10,[59164.38266458]
595,BER717E_LOWG_EDDT_20140912125000.scn,13:40:04,[58143.60978214]
596,DLH156_EDDF_EDDP_20140912072500.scn,08:06:45,[59030.47202983]
597,SAS1842_LIRF_ESSA_20140912081000.scn,16:33:28,[59321.54710604]
598,MIBID_LGIR_LGAV_20140912110000.scn,11:20:28,[283382.72945158]
599,DLH1HU_EDDK_EDDM_20140912073000.scn,11:41:46,[62638.47633073]
600,QTR022_EGCC_OTHH_20140912082500.scn,20:24:39,[156656.51088136]
601,SHT2J_EGLL_EGCC_20140912075500.scn,08:32:46,[63211.74157231]
602,CCA931_ZBAA_EDDF_20140912060000.scn,03:49:09,[206453.59116813]
603,BEL7PC_EBBR_LIML_20140912143500.scn,15:27:01,[57833.42149944]
604,NJE2FD_LIRA_LIEO_20140912120000.scn,12:56:16,[15108.23223941]
605,SAS1042_ESSA_ESNQ_20140912095000.scn,11:11:09,[57293.26614024]
606,OHY2160_EDDC_LTAI_20140912184000.scn,12:13:40,[65152.14427927]
607,MON752A_EGKK_LTBS_20140912200000.scn,00:13:27,[172116.57986905]
608,TAP803L_LIMC_LPPT_20140912094200.scn,21:23:21,[59107.34200524]
609,DLH8PK_LHBP_EDDM_20140912181500.scn,07:37:57,[278971.60525781]
610,SAS618_LSGG_EKCH_20140912180500.scn,01:26:55,[273155.41809611]
611,VLG2473_GCRR_LEBL_20140912145000.scn,02:57:24,[57551.79542709]
612,EZY92FN_LPPT_EGGP_20140912121500.scn,14:33:27,[55307.73395424]
613,KLM59Z_EHAM_LSGG_20140912193000.scn,06:18:00,[57616.45902416]
614,PGT4629_LTCJ_LTFJ_20140912083500.scn,20:56:10,[61946.87640849]
615,ADH931_LICC_LIRP_20140912072000.scn,06:08:16,[61444.07353747]
616,AEE929_LLBG_LGAV_20140912023000.scn,04:13:15,[60664.3070826]
617,LBT7362_DTNH_LKPR_20140912104500.scn,07:09:31,[59180.71424604]
618,AUI34L_UKLL_UKBB_20140912040000.scn,04:43:39,[63763.0383297]
619,BLX328_LGKO_ESSA_20140912103000.scn,13:49:51,[134832.34134539]
620,BAW4TM_EHRD_EGLL_20140912082000.scn,20:44:45,[59288.9899529]
621,DLH08W_EDDF_LFPG_20140912100500.scn,16:27:54,[58728.15437392]
622,TAP1015_LEMD_LPPT_20140912130000.scn,13:43:37,[16281.35274576]
623,PRI5403_LFLL_LFPG_20140912003000.scn,01:09:22,[63918.36424128]
624,TAY011_KJFK_EBLG_20140912140000.scn,20:46:48,[227537.43589801]
625,AZA1572_LIEA_LIRF_20140912053000.scn,06:12:18,[62573.10545441]
626,EXS79G_EGNM_LPMA_20140912132000.scn,09:47:55,[44893.61974366]
627,EIN111_EINN_KJFK_20140912112000.scn,18:16:19,[75610.11476934]
628,AFR234H_LFML_LIPZ_20140912082000.scn,09:14:12,[62121.11519324]
629,GWI2807_BIKF_EDDS_20140912003000.scn,03:46:43,[53581.23798192]
630,KLM1395_EHAM_ULLI_20140912104500.scn,13:10:54,[55179.21347031]
631,AUA522D_LIPZ_LOWW_20140912085500.scn,17:51:51,[16789.77230803]
632,RYR5008_GMMW_EDFH_20140912183500.scn,21:18:01,[59090.86685207]
633,EZY471_EGAA_EGPF_20140912201000.scn,00:02:33,[59801.53328269]
634,PGT424_LIPE_LTFJ_20140912122000.scn,14:27:57,[60398.70089851]
635,WZZ114_EGGW_LKPR_20140912195000.scn,22:38:37,[60545.17369358]
636,AFL2352_UUEE_LOWW_20140912122500.scn,14:44:09,[66328.1712911]
637,BEL724_LSGG_EBBR_20140912190500.scn,20:01:58,[22825.69542724]
638,SWR779_EBBR_LSZH_20140912085400.scn,18:53:54,[62580.55207951]
639,ROT608D_LRTR_LROP_20140912161000.scn,16:52:25,[117603.39570168]
640,TFL219_EHAM_LGSM_20140912033000.scn,06:44:04,[58238.85846205]
641,AUA381_LOWW_UKLL_20140912110000.scn,12:07:01,[16675.86662915]
642,FPO551_LFRN_LFRB_20140912005500.scn,01:13:01,[51987.2962684]
643,DTH3057_LFMH_DAAS_20140912143000.scn,16:30:27,[62146.17202736]
644,BAW66Q_EGKK_GMMX_20140912140500.scn,16:08:22,[50800.3160006]
645,AUA601_LOWW_UUDD_20140912080000.scn,10:13:45,[59101.85215221]
646,BER717E_LOWG_EDDT_20140912125000.scn,13:39:55,[58149.93289154]
647,DLH156_EDDF_EDDP_20140912072500.scn,08:06:45,[59022.33463736]
648,SAS1842_LIRF_ESSA_20140912081000.scn,16:34:13,[59296.02728978]
649,MIBID_LGIR_LGAV_20140912110000.scn,11:20:25,[283383.19110983]
650,DLH1HU_EDDK_EDDM_20140912073000.scn,11:41:45,[62636.75165172]
651,QTR022_EGCC_OTHH_20140912082500.scn,20:22:52,[156809.74388757]
652,SHT2J_EGLL_EGCC_20140912075500.scn,08:32:48,[63208.30838418]
653,CCA931_ZBAA_EDDF_20140912060000.scn,03:48:37,[206471.33719155]
654,BEL7PC_EBBR_LIML_20140912143500.scn,15:27:01,[57848.57391733]
655,NJE2FD_LIRA_LIEO_20140912120000.scn,12:56:16,[15104.96699021]
656,SAS1042_ESSA_ESNQ_20140912095000.scn,11:10:16,[57319.61709416]
657,OHY2160_EDDC_LTAI_20140912184000.scn,12:13:27,[65167.59455689]
658,MON752A_EGKK_LTBS_20140912200000.scn,00:13:19,[172145.56269905]
659,TAP803L_LIMC_LPPT_20140912094200.scn,21:24:01,[59054.322055]
660,DLH8PK_LHBP_EDDM_20140912181500.scn,07:37:55,[278992.50845945]
661,SAS618_LSGG_EKCH_20140912180500.scn,01:27:22,[273100.01953986]
662,VLG2473_GCRR_LEBL_20140912145000.scn,02:56:46,[57569.58384669]
663,EZY92FN_LPPT_EGGP_20140912121500.scn,14:33:24,[55308.17528699]
664,KLM59Z_EHAM_LSGG_20140912193000.scn,06:17:30,[57643.38919136]
665,PGT4629_LTCJ_LTFJ_20140912083500.scn,20:55:54,[61964.74611801]
666,ADH931_LICC_LIRP_20140912072000.scn,06:09:10,[61393.3680105]
667,AEE929_LLBG_LGAV_20140912023000.scn,04:13:16,[60657.75420871]
668,LBT7362_DTNH_LKPR_20140912104500.scn,07:09:57,[59157.63338697]
669,AUI34L_UKLL_UKBB_20140912040000.scn,04:43:37,[63771.29171311]
670,BLX328_LGKO_ESSA_20140912103000.scn,13:49:34,[134864.63658296]
671,BAW4TM_EHRD_EGLL_20140912082000.scn,20:44:51,[59286.71346251]
672,DLH08W_EDDF_LFPG_20140912100500.scn,16:28:00,[58705.68393105]
673,TAP1015_LEMD_LPPT_20140912130000.scn,13:43:39,[16282.48570405]
674,PRI5403_LFLL_LFPG_20140912003000.scn,01:09:22,[63923.0257124]
675,TAY011_KJFK_EBLG_20140912140000.scn,20:46:37,[226911.96296349]
676,AZA1572_LIEA_LIRF_20140912053000.scn,06:12:18,[62573.15414496]
677,EXS79G_EGNM_LPMA_20140912132000.scn,09:47:28,[44929.90942185]
678,EIN111_EINN_KJFK_20140912112000.scn,18:11:10,[75849.69522494]
679,AFR234H_LFML_LIPZ_20140912082000.scn,09:14:18,[62120.57298394]
680,GWI2807_BIKF_EDDS_20140912003000.scn,03:46:34,[53544.19909854]
681,KLM1395_EHAM_ULLI_20140912104500.scn,13:10:36,[55198.75160625]
682,AUA522D_LIPZ_LOWW_20140912085500.scn,17:51:48,[16788.96192244]
683,RYR5008_GMMW_EDFH_20140912183500.scn,21:18:33,[58997.44962512]
684,EZY471_EGAA_EGPF_20140912201000.scn,00:02:31,[59803.58631134]
685,PGT424_LIPE_LTFJ_20140912122000.scn,14:28:58,[60363.91934337]
686,WZZ114_EGGW_LKPR_20140912195000.scn,22:38:10,[60558.58628691]
687,AFL2352_UUEE_LOWW_20140912122500.scn,14:43:45,[66359.078072]
688,BEL724_LSGG_EBBR_20140912190500.scn,20:02:03,[22818.19417943]
689,SWR779_EBBR_LSZH_20140912085400.scn,18:53:52,[62584.29855553]
690,ROT608D_LRTR_LROP_20140912161000.scn,16:52:30,[117590.17069154]
691,TFL219_EHAM_LGSM_20140912033000.scn,06:44:04,[58249.19530984]
692,AUA381_LOWW_UKLL_20140912110000.scn,12:07:00,[16675.49002542]
693,FPO551_LFRN_LFRB_20140912005500.scn,01:12:37,[51999.25672879]
694,DTH3057_LFMH_DAAS_20140912143000.scn,16:30:22,[62163.09208483]
695,BAW66Q_EGKK_GMMX_20140912140500.scn,16:08:04,[50820.46337235]
696,AUA601_LOWW_UUDD_20140912080000.scn,10:13:45,[59100.98406939]
697,BER717E_LOWG_EDDT_20140912125000.scn,13:40:12,[58142.59956093]
698,DLH156_EDDF_EDDP_20140912072500.scn,08:06:45,[59033.0539116]
699,SAS1842_LIRF_ESSA_20140912081000.scn,16:33:22,[59314.083226]
700,MIBID_LGIR_LGAV_20140912110000.scn,11:20:27,[283366.18533587]
701,DLH1HU_EDDK_EDDM_20140912073000.scn,11:41:45,[62639.00539136]
702,QTR022_EGCC_OTHH_20140912082500.scn,20:24:04,[156726.8480645]
703,SHT2J_EGLL_EGCC_20140912075500.scn,08:32:49,[63208.32083527]
704,CCA931_ZBAA_EDDF_20140912060000.scn,03:46:48,[206804.23395094]
705,BEL7PC_EBBR_LIML_20140912143500.scn,15:27:01,[57850.91362045]
706,NJE2FD_LIRA_LIEO_20140912120000.scn,12:56:13,[15113.07896486]
707,SAS1042_ESSA_ESNQ_20140912095000.scn,11:10:30,[57313.1421696]
708,OHY2160_EDDC_LTAI_20140912184000.scn,12:14:21,[65129.50457264]
709,MON752A_EGKK_LTBS_20140912200000.scn,00:13:52,[172095.49008109]
710,TAP803L_LIMC_LPPT_20140912094200.scn,21:23:22,[59088.39619687]
711,DLH8PK_LHBP_EDDM_20140912181500.scn,07:38:18,[278907.619435]
712,SAS618_LSGG_EKCH_20140912180500.scn,01:27:04,[273094.45847521]
713,VLG2473_GCRR_LEBL_20140912145000.scn,02:59:24,[57481.4483016]
714,EZY92FN_LPPT_EGGP_20140912121500.scn,14:33:12,[55320.3641794]
715,KLM59Z_EHAM_LSGG_20140912193000.scn,06:17:31,[57660.66372474]
716,PGT4629_LTCJ_LTFJ_20140912083500.scn,20:56:10,[61944.49161034]
717,ADH931_LICC_LIRP_20140912072000.scn,06:08:16,[61435.38388886]
718,AEE929_LLBG_LGAV_20140912023000.scn,04:13:28,[60641.27240611]
719,LBT7362_DTNH_LKPR_20140912104500.scn,07:09:15,[59180.3344925]
720,AUI34L_UKLL_UKBB_20140912040000.scn,04:43:39,[63767.78475405]
721,BLX328_LGKO_ESSA_20140912103000.scn,13:49:37,[134849.72781613]
722,BAW4TM_EHRD_EGLL_20140912082000.scn,20:45:06,[59280.6210892]
723,DLH08W_EDDF_LFPG_20140912100500.scn,16:27:54,[58711.26857321]
724,TAP1015_LEMD_LPPT_20140912130000.scn,13:43:37,[16283.41109623]
725,PRI5403_LFLL_LFPG_20140912003000.scn,01:09:24,[63911.24409866]
726,TAY011_KJFK_EBLG_20140912140000.scn,20:46:28,[226901.70622099]
727,AZA1572_LIEA_LIRF_20140912053000.scn,06:12:19,[62573.50088505]
728,EXS79G_EGNM_LPMA_20140912132000.scn,09:47:37,[44935.62468822]
729,EIN111_EINN_KJFK_20140912112000.scn,18:10:49,[75856.61361534]
730,AFR234H_LFML_LIPZ_20140912082000.scn,09:13:49,[62133.49524619]
731,GWI2807_BIKF_EDDS_20140912003000.scn,03:46:36,[53578.94786583]
732,KLM1395_EHAM_ULLI_20140912104500.scn,13:10:49,[55187.99304642]
733,AUA522D_LIPZ_LOWW_20140912085500.scn,17:51:51,[16790.18317354]
734,RYR5008_GMMW_EDFH_20140912183500.scn,21:18:37,[59023.25576646]
735,EZY471_EGAA_EGPF_20140912201000.scn,00:02:31,[59804.342917]
736,PGT424_LIPE_LTFJ_20140912122000.scn,14:28:12,[60392.90742902]
737,WZZ114_EGGW_LKPR_20140912195000.scn,22:38:10,[60566.28481959]
738,AFL2352_UUEE_LOWW_20140912122500.scn,14:44:24,[66319.1900687]
739,BEL724_LSGG_EBBR_20140912190500.scn,20:02:24,[22806.11864641]
740,SWR779_EBBR_LSZH_20140912085400.scn,18:53:51,[62593.16366255]
741,ROT608D_LRTR_LROP_20140912161000.scn,16:52:27,[117608.24080781]
742,TFL219_EHAM_LGSM_20140912033000.scn,06:44:04,[58315.89082344]
743,AUA381_LOWW_UKLL_20140912110000.scn,12:07:01,[16675.77469741]
744,FPO551_LFRN_LFRB_20140912005500.scn,01:12:36,[52000.13615361]
745,DTH3057_LFMH_DAAS_20140912143000.scn,16:30:22,[62189.26289956]
746,BAW66Q_EGKK_GMMX_20140912140500.scn,16:08:09,[50809.15993197]
747,AUA601_LOWW_UUDD_20140912080000.scn,10:13:33,[59115.14267187]
748,BER717E_LOWG_EDDT_20140912125000.scn,13:39:49,[58149.65715913]
749,DLH156_EDDF_EDDP_20140912072500.scn,08:06:43,[59032.29398893]
750,SAS1842_LIRF_ESSA_20140912081000.scn,16:33:12,[59321.47707766]
751,MIBID_LGIR_LGAV_20140912110000.scn,11:20:24,[283381.9047055]
752,DLH1HU_EDDK_EDDM_20140912073000.scn,11:41:45,[62638.11605758]
753,QTR022_EGCC_OTHH_20140912082500.scn,20:22:45,[156836.03937923]
754,SHT2J_EGLL_EGCC_20140912075500.scn,08:33:06,[63195.08116499]
755,CCA931_ZBAA_EDDF_20140912060000.scn,03:46:27,[206839.39275536]
756,BEL7PC_EBBR_LIML_20140912143500.scn,15:27:01,[57867.40803166]
757,NJE2FD_LIRA_LIEO_20140912120000.scn,12:56:16,[15104.47079554]
758,SAS1042_ESSA_ESNQ_20140912095000.scn,11:09:52,[57334.08056018]
759,OHY2160_EDDC_LTAI_20140912184000.scn,12:13:22,[65173.09217908]
760,MON752A_EGKK_LTBS_20140912200000.scn,00:13:13,[172209.82702637]
761,TAP803L_LIMC_LPPT_20140912094200.scn,21:23:37,[59063.95463588]
762,DLH8PK_LHBP_EDDM_20140912181500.scn,07:38:39,[278887.0853524]
763,SAS618_LSGG_EKCH_20140912180500.scn,01:27:43,[273027.64493109]
764,VLG2473_GCRR_LEBL_20140912145000.scn,02:58:07,[57524.61027037]
765,EZY92FN_LPPT_EGGP_20140912121500.scn,14:33:22,[55301.03707695]
766,KLM59Z_EHAM_LSGG_20140912193000.scn,06:17:33,[57631.99720957]
767,PGT4629_LTCJ_LTFJ_20140912083500.scn,20:55:37,[61968.83094974]
768,ADH931_LICC_LIRP_20140912072000.scn,06:08:28,[61442.86762175]
769,AEE929_LLBG_LGAV_20140912023000.scn,04:13:09,[60675.15217028]
770,LBT7362_DTNH_LKPR_20140912104500.scn,07:09:45,[59174.34263938]
771,AUI34L_UKLL_UKBB_20140912040000.scn,04:43:37,[63758.99405477]
772,BLX328_LGKO_ESSA_20140912103000.scn,13:49:03,[134904.55551116]
773,BAW4TM_EHRD_EGLL_20140912082000.scn,20:44:30,[59301.69396586]
774,DLH08W_EDDF_LFPG_20140912100500.scn,16:27:55,[58723.00174684]
775,TAP1015_LEMD_LPPT_20140912130000.scn,13:43:37,[16282.88477207]
776,PRI5403_LFLL_LFPG_20140912003000.scn,01:09:22,[63919.26048126]
777,TAY011_KJFK_EBLG_20140912140000.scn,20:46:57,[226967.76899447]
778,AZA1572_LIEA_LIRF_20140912053000.scn,06:12:18,[62569.51154337]
779,EXS79G_EGNM_LPMA_20140912132000.scn,09:47:19,[44907.53591447]
780,EIN111_EINN_KJFK_20140912112000.scn,18:12:16,[75810.91611195]
781,AFR234H_LFML_LIPZ_20140912082000.scn,09:14:15,[62119.23171393]
782,GWI2807_BIKF_EDDS_20140912003000.scn,03:46:52,[53574.12545852]
783,KLM1395_EHAM_ULLI_20140912104500.scn,13:10:34,[55189.43066033]
784,AUA522D_LIPZ_LOWW_20140912085500.scn,17:51:49,[16789.81712949]
785,RYR5008_GMMW_EDFH_20140912183500.scn,21:18:25,[59054.78764697]
786,EZY471_EGAA_EGPF_20140912201000.scn,00:02:33,[59801.11788103]
787,PGT424_LIPE_LTFJ_20140912122000.scn,14:29:04,[60356.27327711]
788,WZZ114_EGGW_LKPR_20140912195000.scn,22:38:46,[60537.41026868]
789,AFL2352_UUEE_LOWW_20140912122500.scn,14:44:28,[66313.93510501]
790,BEL724_LSGG_EBBR_20140912190500.scn,20:02:04,[22818.39541566]
791,SWR779_EBBR_LSZH_20140912085400.scn,18:53:54,[62584.75235401]
792,ROT608D_LRTR_LROP_20140912161000.scn,16:52:30,[117595.96386178]
793,TFL219_EHAM_LGSM_20140912033000.scn,06:44:04,[58222.41361916]
794,AUA381_LOWW_UKLL_20140912110000.scn,12:07:01,[16675.76300247]
795,FPO551_LFRN_LFRB_20140912005500.scn,01:12:37,[51998.46566009]
796,DTH3057_LFMH_DAAS_20140912143000.scn,16:30:43,[62133.81154604]
797,BAW66Q_EGKK_GMMX_20140912140500.scn,16:08:22,[50809.19529546]
798,AUA601_LOWW_UUDD_20140912080000.scn,10:14:06,[59085.94769044]
799,BER717E_LOWG_EDDT_20140912125000.scn,13:39:48,[58156.68045661]
800,DLH156_EDDF_EDDP_20140912072500.scn,08:06:46,[59023.41250167]
801,SAS1842_LIRF_ESSA_20140912081000.scn,16:33:34,[59310.42391622]
802,MIBID_LGIR_LGAV_20140912110000.scn,11:20:28,[283367.29881931]
803,DLH1HU_EDDK_EDDM_20140912073000.scn,11:41:45,[62635.84861073]
804,QTR022_EGCC_OTHH_20140912082500.scn,20:24:36,[156661.41498075]
805,SHT2J_EGLL_EGCC_20140912075500.scn,08:32:33,[63221.96142015]
806,CCA931_ZBAA_EDDF_20140912060000.scn,03:48:40,[206485.57055578]
807,BEL7PC_EBBR_LIML_20140912143500.scn,15:27:01,[57847.8478469]
808,NJE2FD_LIRA_LIEO_20140912120000.scn,12:56:13,[15113.6892029]
809,SAS1042_ESSA_ESNQ_20140912095000.scn,11:10:43,[57307.57452468]
810,OHY2160_EDDC_LTAI_20140912184000.scn,12:14:24,[65112.26605216]
811,MON752A_EGKK_LTBS_20140912200000.scn,00:14:12,[172054.68698094]
812,TAP803L_LIMC_LPPT_20140912094200.scn,21:23:24,[59087.89106405]
813,DLH8PK_LHBP_EDDM_20140912181500.scn,07:37:51,[279000.86174772]
814,SAS618_LSGG_EKCH_20140912180500.scn,01:27:54,[273012.23915475]
815,VLG2473_GCRR_LEBL_20140912145000.scn,02:57:57,[57529.56137842]
816,EZY92FN_LPPT_EGGP_20140912121500.scn,14:33:21,[55303.8667061]
817,KLM59Z_EHAM_LSGG_20140912193000.scn,06:17:36,[57624.60575462]
818,PGT4629_LTCJ_LTFJ_20140912083500.scn,20:56:07,[61950.24747185]
819,ADH931_LICC_LIRP_20140912072000.scn,06:08:19,[61453.74444826]
820,AEE929_LLBG_LGAV_20140912023000.scn,04:13:13,[60664.39448191]
821,LBT7362_DTNH_LKPR_20140912104500.scn,07:09:16,[59199.49663824]
822,AUI34L_UKLL_UKBB_20140912040000.scn,04:43:39,[63769.32757234]
823,BLX328_LGKO_ESSA_20140912103000.scn,13:49:28,[134868.37106505]
824,BAW4TM_EHRD_EGLL_20140912082000.scn,20:44:46,[59285.23811944]
825,DLH08W_EDDF_LFPG_20140912100500.scn,16:27:54,[58718.30850727]
826,TAP1015_LEMD_LPPT_20140912130000.scn,13:43:37,[16286.60336202]
827,PRI5403_LFLL_LFPG_20140912003000.scn,01:09:22,[63907.05847946]
828,TAY011_KJFK_EBLG_20140912140000.scn,20:46:42,[226920.88538714]
829,AZA1572_LIEA_LIRF_20140912053000.scn,06:12:22,[62579.24074174]
830,EXS79G_EGNM_LPMA_20140912132000.scn,09:47:24,[44922.27671131]
831,EIN111_EINN_KJFK_20140912112000.scn,18:13:12,[75773.36343234]
832,AFR234H_LFML_LIPZ_20140912082000.scn,09:14:03,[62126.44996461]
833,GWI2807_BIKF_EDDS_20140912003000.scn,03:46:39,[53576.01136121]
834,KLM1395_EHAM_ULLI_20140912104500.scn,13:10:36,[55213.82461565]
835,AUA522D_LIPZ_LOWW_20140912085500.scn,17:51:49,[16789.77433202]
836,RYR5008_GMMW_EDFH_20140912183500.scn,21:18:24,[59020.52293372]
837,EZY471_EGAA_EGPF_20140912201000.scn,00:02:31,[59803.58575714]
838,PGT424_LIPE_LTFJ_20140912122000.scn,14:28:43,[60369.03878643]
839,WZZ114_EGGW_LKPR_20140912195000.scn,22:38:18,[60553.85500562]
840,AFL2352_UUEE_LOWW_20140912122500.scn,14:44:28,[66320.52369291]
841,BEL724_LSGG_EBBR_20140912190500.scn,20:02:13,[22811.91088164]
842,SWR779_EBBR_LSZH_20140912085400.scn,18:53:52,[62592.27913507]
843,ROT608D_LRTR_LROP_20140912161000.scn,16:52:30,[117587.52826884]
844,TFL219_EHAM_LGSM_20140912033000.scn,06:44:04,[58230.68539765]
845,AUA381_LOWW_UKLL_20140912110000.scn,12:06:58,[16675.63207074]
846,FPO551_LFRN_LFRB_20140912005500.scn,01:12:48,[51992.97595341]
847,DTH3057_LFMH_DAAS_20140912143000.scn,16:30:39,[62136.58073362]
848,BAW66Q_EGKK_GMMX_20140912140500.scn,16:08:01,[50809.20931014]
849,AUA601_LOWW_UUDD_20140912080000.scn,10:13:37,[59110.21858723]
850,BER717E_LOWG_EDDT_20140912125000.scn,13:39:46,[58158.72712143]
851,DLH156_EDDF_EDDP_20140912072500.scn,08:06:45,[59021.37505486]
852,SAS1842_LIRF_ESSA_20140912081000.scn,16:32:22,[59354.56822402]
853,MIBID_LGIR_LGAV_20140912110000.scn,11:20:25,[283381.94160744]
854,DLH1HU_EDDK_EDDM_20140912073000.scn,11:41:45,[62641.40797526]
855,QTR022_EGCC_OTHH_20140912082500.scn,20:23:48,[156736.65435366]
856,SHT2J_EGLL_EGCC_20140912075500.scn,08:32:45,[63211.40604893]
857,CCA931_ZBAA_EDDF_20140912060000.scn,03:46:30,[206821.84476126]
858,BEL7PC_EBBR_LIML_20140912143500.scn,15:27:01,[57866.00043642]
859,NJE2FD_LIRA_LIEO_20140912120000.scn,12:56:16,[15107.63761706]
860,SAS1042_ESSA_ESNQ_20140912095000.scn,11:10:30,[57313.07451626]
861,OHY2160_EDDC_LTAI_20140912184000.scn,12:13:36,[65144.70494134]
862,MON752A_EGKK_LTBS_20140912200000.scn,00:13:43,[172111.35867722]
863,TAP803L_LIMC_LPPT_20140912094200.scn,21:23:15,[59108.1076606]
864,DLH8PK_LHBP_EDDM_20140912181500.scn,07:37:55,[278992.24518221]
865,SAS618_LSGG_EKCH_20140912180500.scn,01:27:25,[273070.08061446]
866,VLG2473_GCRR_LEBL_20140912145000.scn,02:59:07,[57493.42202228]
867,EZY92FN_LPPT_EGGP_20140912121500.scn,14:33:19,[55307.42959134]
868,KLM59Z_EHAM_LSGG_20140912193000.scn,06:17:34,[57631.77537228]
869,PGT4629_LTCJ_LTFJ_20140912083500.scn,20:55:51,[61964.17990302]
870,ADH931_LICC_LIRP_20140912072000.scn,06:08:25,[61421.85783354]
871,AEE929_LLBG_LGAV_20140912023000.scn,04:13:16,[60657.70307836]
872,LBT7362_DTNH_LKPR_20140912104500.scn,07:09:55,[59168.0261394]
873,AUI34L_UKLL_UKBB_20140912040000.scn,04:43:39,[63761.40771959]
874,BLX328_LGKO_ESSA_20140912103000.scn,13:49:07,[134911.78073904]
875,BAW4TM_EHRD_EGLL_20140912082000.scn,20:44:40,[59290.45491303]
876,DLH08W_EDDF_LFPG_20140912100500.scn,16:27:55,[58710.18655053]
877,TAP1015_LEMD_LPPT_20140912130000.scn,13:43:39,[16280.33467014]
878,PRI5403_LFLL_LFPG_20140912003000.scn,01:09:22,[63926.15719684]
879,TAY011_KJFK_EBLG_20140912140000.scn,20:46:40,[227201.63968155]
880,AZA1572_LIEA_LIRF_20140912053000.scn,06:12:18,[62574.92481002]
881,EXS79G_EGNM_LPMA_20140912132000.scn,09:47:55,[44913.8478242]
882,EIN111_EINN_KJFK_20140912112000.scn,18:13:54,[75732.22739942]
883,AFR234H_LFML_LIPZ_20140912082000.scn,09:14:01,[62127.04869917]
884,GWI2807_BIKF_EDDS_20140912003000.scn,03:46:36,[53600.15541061]
885,KLM1395_EHAM_ULLI_20140912104500.scn,13:10:55,[55180.06699929]
886,AUA522D_LIPZ_LOWW_20140912085500.scn,17:51:52,[16790.41329943]
887,RYR5008_GMMW_EDFH_20140912183500.scn,21:18:12,[59078.38900595]
888,EZY471_EGAA_EGPF_20140912201000.scn,00:02:31,[59803.53737317]
889,PGT424_LIPE_LTFJ_20140912122000.scn,14:27:31,[60421.44196773]
890,WZZ114_EGGW_LKPR_20140912195000.scn,22:37:58,[60568.55481164]
891,AFL2352_UUEE_LOWW_20140912122500.scn,14:44:25,[66313.19608111]
892,BEL724_LSGG_EBBR_20140912190500.scn,20:02:00,[22818.00636289]
893,SWR779_EBBR_LSZH_20140912085400.scn,18:53:54,[62583.1073199]
894,ROT608D_LRTR_LROP_20140912161000.scn,16:52:28,[117604.20982084]
895,TFL219_EHAM_LGSM_20140912033000.scn,06:44:04,[58288.17264428]
896,AUA381_LOWW_UKLL_20140912110000.scn,12:07:00,[16675.19904735]
897,FPO551_LFRN_LFRB_20140912005500.scn,01:12:31,[52002.13144699]
898,DTH3057_LFMH_DAAS_20140912143000.scn,16:30:22,[62167.03436877]
899,BAW66Q_EGKK_GMMX_20140912140500.scn,16:07:52,[50818.92303208]
900,AUA601_LOWW_UUDD_20140912080000.scn,10:13:19,[59121.16632614]
901,BER717E_LOWG_EDDT_20140912125000.scn,13:40:12,[58137.99175353]
902,DLH156_EDDF_EDDP_20140912072500.scn,08:06:46,[59028.00681703]
903,SAS1842_LIRF_ESSA_20140912081000.scn,16:34:45,[59267.85104538]
904,MIBID_LGIR_LGAV_20140912110000.scn,11:20:18,[283397.55437225]
905,DLH1HU_EDDK_EDDM_20140912073000.scn,11:41:45,[62638.45002333]
906,QTR022_EGCC_OTHH_20140912082500.scn,20:22:15,[156878.05375459]
907,SHT2J_EGLL_EGCC_20140912075500.scn,08:32:46,[63206.77514216]
