,id,time,fuel
908,CCA931_ZBAA_EDDF_20140912060000.scn,03:46:33,[206856.72235515]
909,BEL7PC_EBBR_LIML_20140912143500.scn,15:27:03,[57855.62727517]
910,NJE2FD_LIRA_LIEO_20140912120000.scn,12:56:16,[15106.98932525]
911,SAS1042_ESSA_ESNQ_20140912095000.scn,11:10:10,[57321.3005371]
912,OHY2160_EDDC_LTAI_20140912184000.scn,12:14:00,[65158.08940856]
913,MON752A_EGKK_LTBS_20140912200000.scn,00:13:39,[172165.21522956]
914,TAP803L_LIMC_LPPT_20140912094200.scn,21:24:13,[59041.63884838]
915,DLH8PK_LHBP_EDDM_20140912181500.scn,07:38:25,[278924.46300583]
916,SAS618_LSGG_EKCH_20140912180500.scn,01:27:16,[273086.16068408]
917,VLG2473_GCRR_LEBL_20140912145000.scn,02:56:15,[57589.92988177]
918,EZY92FN_LPPT_EGGP_20140912121500.scn,14:33:42,[55302.84148553]
919,KLM59Z_EHAM_LSGG_20140912193000.scn,06:18:00,[57608.516254]
920,PGT4629_LTCJ_LTFJ_20140912083500.scn,20:56:19,[61946.19874616]
921,ADH931_LICC_LIRP_20140912072000.scn,06:08:10,[61451.23605636]
922,AEE929_LLBG_LGAV_20140912023000.scn,04:13:40,[60639.00789083]
923,LBT7362_DTNH_LKPR_20140912104500.scn,07:09:31,[59205.90499528]
924,AUI34L_UKLL_UKBB_20140912040000.scn,04:43:37,[63758.81624483]
925,BLX328_LGKO_ESSA_20140912103000.scn,13:49:43,[134841.59854007]
926,BAW4TM_EHRD_EGLL_20140912082000.scn,20:44:31,[59299.21847268]
927,DLH08W_EDDF_LFPG_20140912100500.scn,16:27:54,[58723.46608093]
928,TAP1015_LEMD_LPPT_20140912130000.scn,13:43:40,[16277.32034324]
929,PRI5403_LFLL_LFPG_20140912003000.scn,01:09:22,[63924.57224452]
930,TAY011_KJFK_EBLG_20140912140000.scn,20:46:57,[227393.79154829]
931,AZA1572_LIEA_LIRF_20140912053000.scn,06:12:19,[62572.59015169]
932,EXS79G_EGNM_LPMA_20140912132000.scn,09:47:18,[44947.68132172]
933,EIN111_EINN_KJFK_20140912112000.scn,18:16:16,[75612.98698059]
934,AFR234H_LFML_LIPZ_20140912082000.scn,09:14:16,[62120.63293598]
935,GWI2807_BIKF_EDDS_20140912003000.scn,03:47:10,[53586.17234683]
936,KLM1395_EHAM_ULLI_20140912104500.scn,13:10:36,[55218.73594906]
937,AUA522D_LIPZ_LOWW_20140912085500.scn,17:51:54,[16790.15939025]
938,RYR5008_GMMW_EDFH_20140912183500.scn,21:17:52,[59053.50252479]
939,EZY471_EGAA_EGPF_20140912201000.scn,00:02:33,[59801.5660421]
940,PGT424_LIPE_LTFJ_20140912122000.scn,14:28:01,[60394.59602986]
941,WZZ114_EGGW_LKPR_20140912195000.scn,22:38:55,[60529.57663151]
942,AFL2352_UUEE_LOWW_20140912122500.scn,14:43:42,[66365.30140474]
943,BEL724_LSGG_EBBR_20140912190500.scn,20:01:54,[22826.71853321]
944,SWR779_EBBR_LSZH_20140912085400.scn,18:53:57,[62569.62954499]
945,ROT608D_LRTR_LROP_20140912161000.scn,16:52:30,[117594.3358702]
946,TFL219_EHAM_LGSM_20140912033000.scn,06:44:04,[58243.76672331]
947,AUA381_LOWW_UKLL_20140912110000.scn,12:07:04,[16675.38343776]
948,FPO551_LFRN_LFRB_20140912005500.scn,01:12:37,[51998.71677212]
949,DTH3057_LFMH_DAAS_20140912143000.scn,16:30:19,[62176.27136733]
950,BAW66Q_EGKK_GMMX_20140912140500.scn,16:07:51,[50830.78258969]
951,AUA601_LOWW_UUDD_20140912080000.scn,10:15:19,[59044.52320908]
952,BER717E_LOWG_EDDT_20140912125000.scn,13:40:09,[58139.62371922]
953,DLH156_EDDF_EDDP_20140912072500.scn,08:06:46,[59023.53442004]
954,SAS1842_LIRF_ESSA_20140912081000.scn,16:32:42,[59349.92663709]
955,MIBID_LGIR_LGAV_20140912110000.scn,11:20:25,[283361.57396029]
956,DLH1HU_EDDK_EDDM_20140912073000.scn,11:41:45,[62628.99007869]
957,QTR022_EGCC_OTHH_20140912082500.scn,20:23:52,[156740.36844862]
958,SHT2J_EGLL_EGCC_20140912075500.scn,08:32:40,[63213.6371697]
959,CCA931_ZBAA_EDDF_20140912060000.scn,03:45:28,[206997.98401962]
960,BEL7PC_EBBR_LIML_20140912143500.scn,15:27:07,[57810.43339057]
961,NJE2FD_LIRA_LIEO_20140912120000.scn,12:56:16,[15107.60244022]
962,SAS1042_ESSA_ESNQ_20140912095000.scn,11:10:22,[57316.7703739]
963,OHY2160_EDDC_LTAI_20140912184000.scn,12:13:19,[65174.61675477]
964,MON752A_EGKK_LTBS_20140912200000.scn,00:13:06,[172136.80322931]
965,TAP803L_LIMC_LPPT_20140912094200.scn,21:24:09,[59051.91927665]
966,DLH8PK_LHBP_EDDM_20140912181500.scn,07:38:01,[278956.58013943]
967,SAS618_LSGG_EKCH_20140912180500.scn,01:26:45,[273167.80259866]
968,VLG2473_GCRR_LEBL_20140912145000.scn,02:58:51,[57499.51560821]
969,EZY92FN_LPPT_EGGP_20140912121500.scn,14:32:24,[55340.81036073]
970,KLM59Z_EHAM_LSGG_20140912193000.scn,06:17:30,[57648.39677413]
971,PGT4629_LTCJ_LTFJ_20140912083500.scn,20:55:37,[61961.19440509]
972,ADH931_LICC_LIRP_20140912072000.scn,06:09:00,[61397.20799408]
973,AEE929_LLBG_LGAV_20140912023000.scn,04:13:04,[60682.52100057]
974,LBT7362_DTNH_LKPR_20140912104500.scn,07:10:09,[59141.91214083]
975,AUI34L_UKLL_UKBB_20140912040000.scn,04:43:39,[63756.14707547]
976,BLX328_LGKO_ESSA_20140912103000.scn,13:49:22,[134884.26426985]
977,BAW4TM_EHRD_EGLL_20140912082000.scn,20:44:51,[59287.30657989]
978,DLH08W_EDDF_LFPG_20140912100500.scn,16:27:55,[58712.50658]
979,TAP1015_LEMD_LPPT_20140912130000.scn,13:43:37,[16286.8036358]
980,PRI5403_LFLL_LFPG_20140912003000.scn,01:09:22,[63917.28146374]
981,TAY011_KJFK_EBLG_20140912140000.scn,20:46:37,[226919.76904391]
982,AZA1572_LIEA_LIRF_20140912053000.scn,06:12:22,[62580.23047555]
983,EXS79G_EGNM_LPMA_20140912132000.scn,09:47:39,[44873.95747437]
984,EIN111_EINN_KJFK_20140912112000.scn,18:11:48,[75820.01459823]
985,AFR234H_LFML_LIPZ_20140912082000.scn,09:14:07,[62126.01001654]
986,GWI2807_BIKF_EDDS_20140912003000.scn,03:46:34,[53561.74069112]
987,KLM1395_EHAM_ULLI_20140912104500.scn,13:10:34,[55209.58636945]
988,AUA522D_LIPZ_LOWW_20140912085500.scn,17:51:51,[16790.01791245]
989,RYR5008_GMMW_EDFH_20140912183500.scn,21:18:46,[59018.36562843]
990,EZY471_EGAA_EGPF_20140912201000.scn,00:02:31,[59803.51648368]
991,PGT424_LIPE_LTFJ_20140912122000.scn,14:28:03,[60400.47765858]
992,WZZ114_EGGW_LKPR_20140912195000.scn,22:38:15,[60555.75569202]
993,AFL2352_UUEE_LOWW_20140912122500.scn,14:43:42,[66344.14726676]
994,BEL724_LSGG_EBBR_20140912190500.scn,20:02:21,[22811.5968995]
995,SWR779_EBBR_LSZH_20140912085400.scn,18:53:51,[62594.78417473]
996,ROT608D_LRTR_LROP_20140912161000.scn,16:52:25,[117602.17419863]
997,TFL219_EHAM_LGSM_20140912033000.scn,06:44:04,[58277.83974956]
998,AUA381_LOWW_UKLL_20140912110000.scn,12:07:01,[16675.12748009]
999,FPO551_LFRN_LFRB_20140912005500.scn,01:12:42,[51996.28292183]
1000,DTH3057_LFMH_DAAS_20140912143000.scn,16:30:21,[62163.84066527]
1001,BAW66Q_EGKK_GMMX_20140912140500.scn,16:08:34,[50775.14831664]
1002,AUA601_LOWW_UUDD_20140912080000.scn,10:13:54,[59098.16716589]
1003,BER717E_LOWG_EDDT_20140912125000.scn,13:40:01,[58147.95500091]
1004,DLH156_EDDF_EDDP_20140912072500.scn,08:06:45,[59027.96010906]
1005,SAS1842_LIRF_ESSA_20140912081000.scn,16:33:01,[59324.52180185]
1006,MIBID_LGIR_LGAV_20140912110000.scn,11:20:24,[283379.74841657]
1007,DLH1HU_EDDK_EDDM_20140912073000.scn,11:41:46,[62642.03047701]
1008,QTR022_EGCC_OTHH_20140912082500.scn,20:23:49,[156741.01630362]
1009,SHT2J_EGLL_EGCC_20140912075500.scn,08:32:40,[63214.24804475]
1010,CCA931_ZBAA_EDDF_20140912060000.scn,03:48:51,[206454.65156903]
1011,BEL7PC_EBBR_LIML_20140912143500.scn,15:27:01,[57882.94771953]
1012,NJE2FD_LIRA_LIEO_20140912120000.scn,12:56:16,[15108.56475575]
1013,SAS1042_ESSA_ESNQ_20140912095000.scn,11:10:21,[57318.26329804]
1014,OHY2160_EDDC_LTAI_20140912184000.scn,12:14:45,[65102.70544947]
1015,MON752A_EGKK_LTBS_20140912200000.scn,00:14:06,[172108.81179314]
1016,TAP803L_LIMC_LPPT_20140912094200.scn,21:23:25,[59083.07344572]
1017,DLH8PK_LHBP_EDDM_20140912181500.scn,07:38:18,[278927.4387617]
1018,SAS618_LSGG_EKCH_20140912180500.scn,01:27:28,[273061.29330196]
1019,VLG2473_GCRR_LEBL_20140912145000.scn,02:56:18,[57592.06704741]
1020,EZY92FN_LPPT_EGGP_20140912121500.scn,14:33:04,[55323.25893874]
1021,KLM59Z_EHAM_LSGG_20140912193000.scn,06:17:37,[57652.4949264]
1022,PGT4629_LTCJ_LTFJ_20140912083500.scn,20:56:01,[61953.09796973]
1023,ADH931_LICC_LIRP_20140912072000.scn,06:08:30,[61417.91105511]
1024,AEE929_LLBG_LGAV_20140912023000.scn,04:13:21,[60647.6503398]
1025,LBT7362_DTNH_LKPR_20140912104500.scn,07:09:45,[59158.68526051]
1026,AUI34L_UKLL_UKBB_20140912040000.scn,04:43:36,[63771.24100738]
1027,BLX328_LGKO_ESSA_20140912103000.scn,13:49:04,[134907.58976684]
1028,BAW4TM_EHRD_EGLL_20140912082000.scn,20:44:52,[59276.66200995]
1029,DLH08W_EDDF_LFPG_20140912100500.scn,16:27:58,[58707.42671538]
1030,TAP1015_LEMD_LPPT_20140912130000.scn,13:43:37,[16284.98760345]
1031,PRI5403_LFLL_LFPG_20140912003000.scn,01:09:24,[63920.43171981]
1032,TAY011_KJFK_EBLG_20140912140000.scn,20:46:43,[226815.62747502]
1033,AZA1572_LIEA_LIRF_20140912053000.scn,06:12:18,[62571.07784061]
1034,EXS79G_EGNM_LPMA_20140912132000.scn,09:47:55,[44893.84850288]
1035,EIN111_EINN_KJFK_20140912112000.scn,18:10:40,[75881.59474689]
1036,AFR234H_LFML_LIPZ_20140912082000.scn,09:13:39,[62144.16916516]
1037,GWI2807_BIKF_EDDS_20140912003000.scn,03:46:36,[53596.30954694]
1038,KLM1395_EHAM_ULLI_20140912104500.scn,13:10:34,[55200.79105453]
1039,AUA522D_LIPZ_LOWW_20140912085500.scn,17:51:51,[16790.35030489]
1040,RYR5008_GMMW_EDFH_20140912183500.scn,21:18:06,[59047.75433892]
1041,EZY471_EGAA_EGPF_20140912201000.scn,00:02:31,[59803.10410519]
1042,PGT424_LIPE_LTFJ_20140912122000.scn,14:28:46,[60368.3517098]
1043,WZZ114_EGGW_LKPR_20140912195000.scn,22:38:18,[60557.33350541]
1044,AFL2352_UUEE_LOWW_20140912122500.scn,14:45:04,[66278.72898056]
1045,BEL724_LSGG_EBBR_20140912190500.scn,20:02:24,[22813.18313692]
1046,SWR779_EBBR_LSZH_20140912085400.scn,18:53:51,[62594.91301164]
1047,ROT608D_LRTR_LROP_20140912161000.scn,16:52:30,[117593.36874135]
1048,TFL219_EHAM_LGSM_20140912033000.scn,06:44:04,[58263.83993671]
1049,AUA381_LOWW_UKLL_20140912110000.scn,12:06:58,[16675.72124086]
1050,FPO551_LFRN_LFRB_20140912005500.scn,01:12:48,[51992.33235205]
1051,DTH3057_LFMH_DAAS_20140912143000.scn,16:30:49,[62135.27906769]
1052,BAW66Q_EGKK_GMMX_20140912140500.scn,16:08:21,[50790.31731406]
1053,AUA601_LOWW_UUDD_20140912080000.scn,10:11:55,[59175.43642082]
1054,BER717E_LOWG_EDDT_20140912125000.scn,13:39:55,[58148.24022403]
1055,DLH156_EDDF_EDDP_20140912072500.scn,08:06:43,[59038.51138045]
1056,SAS1842_LIRF_ESSA_20140912081000.scn,16:33:45,[59300.59138099]
1057,MIBID_LGIR_LGAV_20140912110000.scn,11:20:21,[283378.57246228]
1058,DLH1HU_EDDK_EDDM_20140912073000.scn,11:41:45,[62638.59606211]
1059,QTR022_EGCC_OTHH_20140912082500.scn,20:23:39,[156773.93067118]
1060,SHT2J_EGLL_EGCC_20140912075500.scn,08:32:43,[63210.84754102]
1061,CCA931_ZBAA_EDDF_20140912060000.scn,03:50:46,[206193.1148374]
1062,BEL7PC_EBBR_LIML_20140912143500.scn,15:27:01,[57875.65803316]
1063,NJE2FD_LIRA_LIEO_20140912120000.scn,12:56:16,[15110.47503907]
1064,SAS1042_ESSA_ESNQ_20140912095000.scn,11:10:31,[57303.72436857]
1065,OHY2160_EDDC_LTAI_20140912184000.scn,12:14:19,[65119.18529243]
1066,MON752A_EGKK_LTBS_20140912200000.scn,00:13:43,[172112.63736427]
1067,TAP803L_LIMC_LPPT_20140912094200.scn,21:23:22,[59068.3892809]
1068,DLH8PK_LHBP_EDDM_20140912181500.scn,07:38:27,[278915.69305509]
1069,SAS618_LSGG_EKCH_20140912180500.scn,01:27:16,[273084.02177899]
1070,VLG2473_GCRR_LEBL_20140912145000.scn,02:57:10,[57559.40629738]
1071,EZY92FN_LPPT_EGGP_20140912121500.scn,14:33:31,[55304.92455729]
1072,KLM59Z_EHAM_LSGG_20140912193000.scn,06:17:43,[57617.08126772]
1073,PGT4629_LTCJ_LTFJ_20140912083500.scn,20:55:55,[61975.27765897]
1074,ADH931_LICC_LIRP_20140912072000.scn,06:08:22,[61441.44101309]
1075,AEE929_LLBG_LGAV_20140912023000.scn,04:13:13,[60663.21276081]
1076,LBT7362_DTNH_LKPR_20140912104500.scn,07:10:00,[59163.68226051]
1077,AUI34L_UKLL_UKBB_20140912040000.scn,04:43:39,[63760.20416893]
1078,BLX328_LGKO_ESSA_20140912103000.scn,13:50:06,[134820.67270963]
1079,BAW4TM_EHRD_EGLL_20140912082000.scn,20:44:46,[59289.32323507]
1080,DLH08W_EDDF_LFPG_20140912100500.scn,16:27:55,[58720.83630868]
1081,TAP1015_LEMD_LPPT_20140912130000.scn,13:43:39,[16280.38162238]
1082,PRI5403_LFLL_LFPG_20140912003000.scn,01:09:22,[63927.00742093]
1083,TAY011_KJFK_EBLG_20140912140000.scn,20:46:46,[227670.64415103]
1084,AZA1572_LIEA_LIRF_20140912053000.scn,06:12:24,[62580.30922066]
1085,EXS79G_EGNM_LPMA_20140912132000.scn,09:47:39,[44928.35257112]
1086,EIN111_EINN_KJFK_20140912112000.scn,18:18:54,[75496.68483429]
1087,AFR234H_LFML_LIPZ_20140912082000.scn,09:14:15,[62119.26063409]
1088,GWI2807_BIKF_EDDS_20140912003000.scn,03:47:18,[53537.95477987]
1089,KLM1395_EHAM_ULLI_20140912104500.scn,13:10:52,[55200.08044462]
1090,AUA522D_LIPZ_LOWW_20140912085500.scn,17:51:52,[16789.75901065]
1091,RYR5008_GMMW_EDFH_20140912183500.scn,21:18:33,[59047.14493727]
1092,EZY471_EGAA_EGPF_20140912201000.scn,00:02:31,[59803.61113587]
1093,PGT424_LIPE_LTFJ_20140912122000.scn,14:28:19,[60393.58413537]
1094,WZZ114_EGGW_LKPR_20140912195000.scn,22:39:07,[60529.91448026]
1095,AFL2352_UUEE_LOWW_20140912122500.scn,14:43:43,[66364.13719853]
1096,BEL724_LSGG_EBBR_20140912190500.scn,20:02:03,[22816.21013344]
1097,SWR779_EBBR_LSZH_20140912085400.scn,18:53:52,[62586.67123422]
1098,ROT608D_LRTR_LROP_20140912161000.scn,16:52:28,[117607.2081829]
1099,TFL219_EHAM_LGSM_20140912033000.scn,06:44:04,[58212.20028716]
1100,AUA381_LOWW_UKLL_20140912110000.scn,12:07:00,[16675.49168885]
1101,FPO551_LFRN_LFRB_20140912005500.scn,01:12:49,[51993.46431863]
1102,DTH3057_LFMH_DAAS_20140912143000.scn,16:30:21,[62161.55697073]
1103,BAW66Q_EGKK_GMMX_20140912140500.scn,16:08:19,[50803.21186223]
1104,AUA601_LOWW_UUDD_20140912080000.scn,10:15:04,[59052.94290081]
1105,BER717E_LOWG_EDDT_20140912125000.scn,13:39:57,[58151.85565903]
1106,DLH156_EDDF_EDDP_20140912072500.scn,08:06:45,[59018.55326716]
1107,SAS1842_LIRF_ESSA_20140912081000.scn,16:33:21,[59320.06985626]
1108,MIBID_LGIR_LGAV_20140912110000.scn,11:20:31,[283350.4908197]
1109,DLH1HU_EDDK_EDDM_20140912073000.scn,11:41:45,[62633.76285204]
1110,QTR022_EGCC_OTHH_20140912082500.scn,20:23:45,[156731.63982223]
1111,SHT2J_EGLL_EGCC_20140912075500.scn,08:32:55,[63204.91805896]
1112,CCA931_ZBAA_EDDF_20140912060000.scn,03:44:45,[207082.7299802]
1113,BEL7PC_EBBR_LIML_20140912143500.scn,15:27:01,[57852.91637275]
1114,NJE2FD_LIRA_LIEO_20140912120000.scn,12:56:15,[15109.43520599]
1115,SAS1042_ESSA_ESNQ_20140912095000.scn,11:10:12,[57329.59975306]
1116,OHY2160_EDDC_LTAI_20140912184000.scn,12:14:06,[65124.57890469]
1117,MON752A_EGKK_LTBS_20140912200000.scn,00:13:45,[172093.06891005]
1118,TAP803L_LIMC_LPPT_20140912094200.scn,21:24:04,[59050.88827706]
1119,DLH8PK_LHBP_EDDM_20140912181500.scn,07:38:01,[278954.5309975]
1120,SAS618_LSGG_EKCH_20140912180500.scn,01:27:43,[273040.82868116]
1121,VLG2473_GCRR_LEBL_20140912145000.scn,02:57:42,[57541.43198303]
1122,EZY92FN_LPPT_EGGP_20140912121500.scn,14:32:30,[55339.78854327]
1123,KLM59Z_EHAM_LSGG_20140912193000.scn,06:17:31,[57645.83163392]
1124,PGT4629_LTCJ_LTFJ_20140912083500.scn,20:55:37,[61973.34875247]
1125,ADH931_LICC_LIRP_20140912072000.scn,06:08:27,[61425.22481897]
1126,AEE929_LLBG_LGAV_20140912023000.scn,04:13:09,[60670.8165979]
1127,LBT7362_DTNH_LKPR_20140912104500.scn,07:09:48,[59161.11269009]
1128,AUI34L_UKLL_UKBB_20140912040000.scn,04:43:37,[63764.89220707]
1129,BLX328_LGKO_ESSA_20140912103000.scn,13:49:04,[134903.10554045]
1130,BAW4TM_EHRD_EGLL_20140912082000.scn,20:44:49,[59276.01299943]
1131,DLH08W_EDDF_LFPG_20140912100500.scn,16:27:54,[58714.89044412]
1132,TAP1015_LEMD_LPPT_20140912130000.scn,13:43:37,[16283.3774525]
1133,PRI5403_LFLL_LFPG_20140912003000.scn,01:09:24,[63913.42886146]
1134,TAY011_KJFK_EBLG_20140912140000.scn,20:46:40,[227354.64300927]
1135,AZA1572_LIEA_LIRF_20140912053000.scn,06:12:19,[62569.01731032]
1136,EXS79G_EGNM_LPMA_20140912132000.scn,09:47:31,[44891.42272945]
1137,EIN111_EINN_KJFK_20140912112000.scn,18:13:54,[75732.6866171]
1138,AFR234H_LFML_LIPZ_20140912082000.scn,09:13:55,[62130.86083175]
1139,GWI2807_BIKF_EDDS_20140912003000.scn,03:46:42,[53577.06824789]
1140,KLM1395_EHAM_ULLI_20140912104500.scn,13:10:34,[55193.07476747]
1141,AUA522D_LIPZ_LOWW_20140912085500.scn,17:51:49,[16789.55429895]
1142,RYR5008_GMMW_EDFH_20140912183500.scn,21:18:54,[59017.61378995]
1143,EZY471_EGAA_EGPF_20140912201000.scn,00:02:33,[59801.61949731]
1144,PGT424_LIPE_LTFJ_20140912122000.scn,14:28:33,[60381.12299067]
1145,WZZ114_EGGW_LKPR_20140912195000.scn,22:38:39,[60543.14056253]
1146,AFL2352_UUEE_LOWW_20140912122500.scn,14:44:00,[66352.09660388]
1147,BEL724_LSGG_EBBR_20140912190500.scn,20:02:09,[22815.40641864]
1148,SWR779_EBBR_LSZH_20140912085400.scn,18:53:51,[62590.1507554]
1149,ROT608D_LRTR_LROP_20140912161000.scn,16:52:30,[117591.44633213]
1150,TFL219_EHAM_LGSM_20140912033000.scn,06:44:04,[58234.74054032]
1151,AUA381_LOWW_UKLL_20140912110000.scn,12:07:00,[16675.73695355]
1152,FPO551_LFRN_LFRB_20140912005500.scn,01:12:40,[51997.08669825]
1153,DTH3057_LFMH_DAAS_20140912143000.scn,16:30:21,[62207.20050676]
1154,BAW66Q_EGKK_GMMX_20140912140500.scn,16:08:27,[50787.34295554]
1155,AUA601_LOWW_UUDD_20140912080000.scn,10:14:06,[59089.97662016]
1156,BER717E_LOWG_EDDT_20140912125000.scn,13:39:46,[58160.09797764]
1157,DLH156_EDDF_EDDP_20140912072500.scn,08:06:46,[59020.64950009]
1158,SAS1842_LIRF_ESSA_20140912081000.scn,16:33:40,[59312.6127449]
1159,MIBID_LGIR_LGAV_20140912110000.scn,11:20:28,[283374.02372249]
1160,DLH1HU_EDDK_EDDM_20140912073000.scn,11:41:46,[62633.75280034]
1161,QTR022_EGCC_OTHH_20140912082500.scn,20:25:37,[156595.77323458]
1162,SHT2J_EGLL_EGCC_20140912075500.scn,08:32:52,[63206.3041489]
1163,CCA931_ZBAA_EDDF_20140912060000.scn,03:49:00,[206396.79054202]
1164,BEL7PC_EBBR_LIML_20140912143500.scn,15:27:01,[57872.07236405]
1165,NJE2FD_LIRA_LIEO_20140912120000.scn,12:56:15,[15112.17013338]
1166,SAS1042_ESSA_ESNQ_20140912095000.scn,11:10:31,[57312.78804893]
1167,OHY2160_EDDC_LTAI_20140912184000.scn,12:14:09,[65120.27087916]
1168,MON752A_EGKK_LTBS_20140912200000.scn,00:13:43,[172129.87363613]
1169,TAP803L_LIMC_LPPT_20140912094200.scn,21:23:58,[59038.04690755]
1170,DLH8PK_LHBP_EDDM_20140912181500.scn,07:38:06,[278962.69042582]
1171,SAS618_LSGG_EKCH_20140912180500.scn,01:28:13,[272960.92935922]
1172,VLG2473_GCRR_LEBL_20140912145000.scn,02:57:07,[57562.25534294]
1173,EZY92FN_LPPT_EGGP_20140912121500.scn,14:33:36,[55302.55924657]
1174,KLM59Z_EHAM_LSGG_20140912193000.scn,06:17:37,[57635.21266257]
1175,PGT4629_LTCJ_LTFJ_20140912083500.scn,20:56:25,[61931.99588703]
1176,ADH931_LICC_LIRP_20140912072000.scn,06:08:22,[61431.43024035]
1177,AEE929_LLBG_LGAV_20140912023000.scn,04:13:21,[60650.93838326]
1178,LBT7362_DTNH_LKPR_20140912104500.scn,07:09:27,[59185.26549592]
1179,AUI34L_UKLL_UKBB_20140912040000.scn,04:43:39,[63768.26784475]
1180,BLX328_LGKO_ESSA_20140912103000.scn,13:49:28,[134868.90182181]
1181,BAW4TM_EHRD_EGLL_20140912082000.scn,20:44:55,[59283.1088069]
1182,DLH08W_EDDF_LFPG_20140912100500.scn,16:28:01,[58703.56115522]
1183,TAP1015_LEMD_LPPT_20140912130000.scn,13:43:37,[16285.38137382]
1184,PRI5403_LFLL_LFPG_20140912003000.scn,01:09:22,[63929.20701516]
1185,TAY011_KJFK_EBLG_20140912140000.scn,20:46:43,[227027.44700647]
1186,AZA1572_LIEA_LIRF_20140912053000.scn,06:12:18,[62570.62402805]
1187,EXS79G_EGNM_LPMA_20140912132000.scn,09:47:28,[44954.9090724]
1188,EIN111_EINN_KJFK_20140912112000.scn,18:13:00,[75754.23701121]
1189,AFR234H_LFML_LIPZ_20140912082000.scn,09:14:19,[62115.48582908]
1190,GWI2807_BIKF_EDDS_20140912003000.scn,03:46:36,[53567.37298487]
1191,KLM1395_EHAM_ULLI_20140912104500.scn,13:10:34,[55198.62011487]
1192,AUA522D_LIPZ_LOWW_20140912085500.scn,17:51:51,[16789.61656757]
1193,RYR5008_GMMW_EDFH_20140912183500.scn,21:17:45,[59030.24657292]
1194,EZY471_EGAA_EGPF_20140912201000.scn,00:02:31,[59803.4899256]
1195,PGT424_LIPE_LTFJ_20140912122000.scn,14:28:34,[60377.13028939]
1196,WZZ114_EGGW_LKPR_20140912195000.scn,22:37:28,[60586.77144089]
1197,AFL2352_UUEE_LOWW_20140912122500.scn,14:44:30,[66311.52020836]
1198,BEL724_LSGG_EBBR_20140912190500.scn,20:02:12,[22821.8707548]
1199,SWR779_EBBR_LSZH_20140912085400.scn,18:53:52,[62591.47441709]
1200,ROT608D_LRTR_LROP_20140912161000.scn,16:52:30,[117592.54135125]
1201,TFL219_EHAM_LGSM_20140912033000.scn,06:44:04,[58273.79042339]
1202,AUA381_LOWW_UKLL_20140912110000.scn,12:07:01,[16675.28799362]
1203,FPO551_LFRN_LFRB_20140912005500.scn,01:12:51,[51992.555827]
1204,DTH3057_LFMH_DAAS_20140912143000.scn,16:31:25,[62097.26682762]
1205,BAW66Q_EGKK_GMMX_20140912140500.scn,16:08:09,[50822.37485179]
1206,AUA601_LOWW_UUDD_20140912080000.scn,10:12:54,[59138.78104786]
1207,BER717E_LOWG_EDDT_20140912125000.scn,13:40:06,[58143.43678274]
1208,DLH156_EDDF_EDDP_20140912072500.scn,08:06:45,[59040.45045912]
1209,SAS1842_LIRF_ESSA_20140912081000.scn,16:33:36,[59303.70807065]
1210,MIBID_LGIR_LGAV_20140912110000.scn,11:20:24,[283382.2433804]
1211,DLH1HU_EDDK_EDDM_20140912073000.scn,11:41:45,[62639.31638463]
1212,QTR022_EGCC_OTHH_20140912082500.scn,20:20:52,[157042.41731754]
1213,SHT2J_EGLL_EGCC_20140912075500.scn,08:32:43,[63211.86448604]
1214,CCA931_ZBAA_EDDF_20140912060000.scn,03:46:57,[206806.86922785]
1215,BEL7PC_EBBR_LIML_20140912143500.scn,15:27:03,[57871.48818619]
1216,NJE2FD_LIRA_LIEO_20140912120000.scn,12:56:15,[15113.15179226]
1217,SAS1042_ESSA_ESNQ_20140912095000.scn,11:10:21,[57312.18162972]
1218,OHY2160_EDDC_LTAI_20140912184000.scn,12:13:46,[65163.24298409]
1219,MON752A_EGKK_LTBS_20140912200000.scn,00:13:33,[172118.03690865]
1220,TAP803L_LIMC_LPPT_20140912094200.scn,21:23:28,[59078.89662243]
1221,DLH8PK_LHBP_EDDM_20140912181500.scn,07:38:19,[278908.89844516]
1222,SAS618_LSGG_EKCH_20140912180500.scn,01:26:24,[273202.75459432]
1223,VLG2473_GCRR_LEBL_20140912145000.scn,02:59:07,[57496.19671715]
1224,EZY92FN_LPPT_EGGP_20140912121500.scn,14:33:39,[55295.26692746]
1225,KLM59Z_EHAM_LSGG_20140912193000.scn,06:17:43,[57619.47448695]
1226,PGT4629_LTCJ_LTFJ_20140912083500.scn,20:55:49,[61966.52145029]
1227,ADH931_LICC_LIRP_20140912072000.scn,06:08:46,[61416.08439244]
1228,AEE929_LLBG_LGAV_20140912023000.scn,04:13:09,[60674.73567019]
1229,LBT7362_DTNH_LKPR_20140912104500.scn,07:10:30,[59134.23420526]
1230,AUI34L_UKLL_UKBB_20140912040000.scn,04:43:37,[63759.17586667]
1231,BLX328_LGKO_ESSA_20140912103000.scn,13:49:06,[134901.72185847]
1232,BAW4TM_EHRD_EGLL_20140912082000.scn,20:44:34,[59297.37381553]
1233,DLH08W_EDDF_LFPG_20140912100500.scn,16:27:57,[58711.44550813]
1234,TAP1015_LEMD_LPPT_20140912130000.scn,13:43:40,[16282.52741017]
1235,PRI5403_LFLL_LFPG_20140912003000.scn,01:09:24,[63915.1245701]
